,店舗名,口コミ
0,川淀本店,"今日は昨日の宣言どおり鰻屋へ。開店直後に学生が7名も乱入した店内は普段とは違った雰囲気を醸し出しておりました(笑)行った店は小倉・魚町にある""川淀""。小倉では名の通った老舗で井筒屋の中にも出店してたりします。昨日蒸篭蒸しを食べたので、今日はノーマルにうな丼(中串)をオーダー。内容はうな丼に、じゅんさいの入った肝吸い、サラダに香物、フルーツと結構色々付いてます。コストパフォーマンスは良好。メインの鰻、外はパリッとしていて、中はふかふか。超美味～(@⌒￢⌒@)たれと美味く絡んで絶妙な味でした。なぜか、さがりの御膳も扱ってました。炭火で焼いたさがりの肉も美味そうですね～再訪の価値あり。また行こうと思います^^b福岡の有名鰻店""吉塚うなぎ""に行きたくなりました･･･最近居酒屋を始めたみたいでそこにも・・・。美味しいモノっていいですね（＾▽＾）画像:川淀公式ページ(料理の写真が一杯載ってるので見て楽しむのもあり?!w)------------------------------店名:川淀本店住所:福岡県北九州市小倉北区魚町1丁目3-20[MAP]電話:093-521-3583営業時間:11:30-21:00(元旦店休)HP:http://www.kawayodo.com/"
0,川淀本店,商店街を歩いてて気になっていて、食べログ見たら評価高かったのでお邪魔しました！最初1階の店舗だと思っていたので、随分細い間口だなと思ったら2階でした^_^;改装されているみたいで店内はとてもキレイ席に案内してもらい、うな重並（2080円）をオーダー待つこと10分程で到着身は特別分厚い訳ではないですが、皮はカリっと身はフワフワでうまい肝吸いも上品な味わいでもっとでかい丼で頂きたいくらい付け合わせが山芋の短冊なのも嬉しい2080円でこれなら大満足次回はもう少しうなぎの多い中串にしますご馳走さまでした！
0,川淀本店,今回は初めて、牛サガリを注文。。。柔らかくで美味かった！肉メインでも良いかな。。。
0,川淀本店,小倉のオススメを聞くと、寿司と焼肉！という人がほとんど！先日寿司を食べたのですが確かにコスパは抜群！今日は焼肉かなと色々探していましたが、気になったのがうなぎのお店。何店舗か小倉駅近くにも老舗のお店がありました。その中からこちらのお店へ。平日の20時前、数組のビジネスマンが食事してましたが意外と空いてます。うな丼の中串をオーダーしました。オーダーが入ってから焼き上げているようですが、それにしてもかなりの時間待ちました。。1人だから余計に長く感じるのか、、でも時計を確認するとやっぱり20分以上経ってる。。流石に遅い気が。。肝吸い、漬物、小鉢が出てきたので、とりあえず忘れていたわけではなさそう。。遅すぎてテンション下がり気味でしたが、味は美味しかったと思います。国産鰻はふっくらしていて、やっぱり美味しいです。おつまみでも頼めば良かった。。
0,川淀本店,何度か小倉に来てはいましたがそういえば鰻を食べたことないなと思い早速調べて高評価店に行ってみました！かなり早めの時間だったから入れたのか、その後は予約席で入れない人も。。オーダーが入る事に炭火で一つ一つ丁寧に焼き上げてくれます。しっかりと火が入っていて秘伝のタレも美味しかったです。うな重を頼んだんですが上がオススメ！量的にですね。並だとご飯が少しあまってしまいます。個人差はあると思いますが（笑）駅からも近いので小倉に来た時などは行きやすいと思います！
0,川淀本店,さて、川淀さん。小倉の鰻と言えば、川淀と田舎庵さんが有名ですが、個人的には川淀の方が好きです。川淀の鰻はパリっとした焼きに、ジューシーな身がとても美味しいです。もう数年前にきた際には、泥臭いイメージがありかなり残念でしたが、今回はとても美味しいうな丼でした。タレはいい意味で甘いながらサラッとしており、バランスも良く美味しいです。小倉の鰻といえば、こちらの川淀ともう一つの川淀かな個人的には。＼(^o^)／総括美味しいうな丼
0,和食レストランみよし,一見、山を越えた場所にポツンと佇んでいて大丈夫？？と思ってしまいますが味は本当美味しいので安心して下さい。刺身がすごく好きなのですが新鮮で美味しいです(o^^o)宗像市在住で殆どの宗像市にある玄海の魚料理店は食べ歩きましたが、ここまで刺身が沢山ある定食はないです。写真は刺身と天ぷらのセット。天ぷらはサクサクしてて、揚げ方上手い！と感動してしまいます。刺身も安定の美味しさ。なので、わざわざ山を越えここまできます。また嬉しいのが、ポイントカード。可愛い魚のイラストのポイントカードなのですが、毎回お店に行くとテーブルに今日の抽選数字が置いてあり、自分の持っているポイントカードナンバーと同じ数字があると割引やプレゼントが当たります。ハズレてもドリンクサービスがあるのでかなりお得です。そして最後はカード持っている持っていない関係なく、人数分クジが引けます。当たりは次回来店で使える割引券や入浴剤、単品料理の交換券など最後まで楽しませてくれる大好きなお店です^-^
0,和食レストランみよし,(16/12)家族で来店。前回訪問時に息子が当てた刺盛りを食べに。注文は、当然刺盛り２人前、嫁さん娘はまかない丼、息子はこどもにぎりＡ、私は上天ぷら定食。お昼でお客さんが多め、というか待ち人が出ているのでかなりの人気ぶりだ。待つこと１０分弱で続々登場。刺盛りは若干ボリュームを感じないが、２人前なのでこんなもんか。鯛やサーモン、イカ、タコ、赤身等刺身自体は旨い。新鮮。天ぷらはサクサクふんわり、エビが多めで流石、上天ぷらだな。ご飯を大盛りにしてもらったが、多い。割と漫画風。嫁さんはまかない丼がかなり気に入ったようで、今まで食べた海鮮丼で一番だ、と感心していた。それはちょっと言いすぎかな。あっと言う間に食べ終わっている息子は満足気。若干足りないようで物欲しそうな感じだ。基本的にすべて旨くてかなり良い。煮魚や焼き魚系の定食が欲しいところだが、注文はそのくらい。満足だ。帰りにくじが引けたので、息子に引かせてみるも２回は奇跡はなかった。無料券がなくても、また来よう。(16/4)昼食で息子と初来店。以前から存在は知っていたが、価格帯がよく分からなかったので少し敬遠していた。やはり、物事は経験しないと分からない。午後１時過ぎ、お客さんは多い。繁盛している。立派なカウンターが空いていたが息子と二人では恐れ多く、お座敷を選択。広い座敷だ。メニューを見たが、子どもメニューが多いのに驚いた。洋食テイストの物から御膳のようなもの、種類は豊富で２０を超えていた。値段もなかなかお手頃か。２８０円から１２５０円まで取り揃えている。すごい。その中で、息子は子ども握り（６７０円）を選択。エビフライとかに惹かれるかと思ったが、思ったより渋めだ。場を弁えている。私は外れにくそうな漁師まかない丼（９８０円）の大盛り（無料）にした。お客さんが多いので少し待たされるかな、と思っていると、５分少々で握り到着。早い。マグロやサーモン、卵焼き、イカ、カニカマなど子どもが好きそうなネタだ。息子も気に入ったようで、イカが噛み切れないと言って苦戦していた以外は喜んであっという間に完食。漁師まかない丼は大盛りにしたのでご飯をもてあますかと思いきや、具もふんだんに入っており、ボリューム感はありつつ満足もできる一品だ。その日入った新鮮なネタから作るようで、この日は鯛、ハマチ、イカ、いくらなど。新鮮さが感じて取れた。海藻もこりこりした食感が楽しめた。味といい、ボリュームといい、なかなかの満足度だ。会計後にいつもやっているのかたまたまか、くじ引きがあり、息子に引かせると、刺身盛りが当たった。２人前程度ということでなかなかのお土産になった。しかし、私と息子の引きの弱さを考えると、珍しいこともあるもんだ。今度は家族で、刺身を食べに、また来よう。
0,和食レストランみよし,2度目の投稿です。岡垣のみよしへ。本日は天刺し定食竹をランチでいたいただきました。結構ボリュームがある量に見た目も良い。刺身はどれも鮮度が良く、甘みがある。天ぷらもどれもカラッとあがっていて、美味しい。野菜や茶わん蒸しがついていて、栄養バランスもいいなと思いました。本日は20周年記念ということで、なんちゃって美川憲一や清龍太鼓をみることができました。美味しくいて楽しいひとときでした。*****************************************************久しぶりに岡垣町の和食レストランみよしに行きました。13時は回っていたのですが、まず驚いたのは、車を降りると従業員がお出迎え。前回行った時はこんな感じではなかったのですが、従業員も入れ替わったようで、随分と接客はよくなっています。高級店ではないのに恐縮です。でも悪い気はしません。オーダーしたのは鰻のセイロ蒸し2800円。上にはたっぷりの錦糸卵が、そしてその下にはぎっしりと詰まった九州産のふわふわの鰻が。このボリュームで、この価格はリーズナブル。もちろん秘伝のタレをまぶした鰻は美味。帰りには、名物のウナギの焼きセイロを購入して帰りました。
0,和食レストランみよし,家族で交通安全祈願に行った帰りにいつも立ち寄っているお店です。今回いただいた「寿し定食沖の島」は寿司も刺身も味わえるものとなっています。寿司９貫（アワビ・穴子・トロ・イカ・ウニなど）、刺身３種盛り、天ぷら、茶碗蒸し、味噌田楽、小鉢（もずく）、吸物がついてきます。少々お値段は高めですが・・寿司のイカは細かな包丁が入れられており、丁寧な仕事を感じます。刺身３種盛りにもイカがついてきますが、新鮮で甘く、美味しいの一言です。田楽＆もずく好きの私にはサイドメニューにも満足。量も十分です。この日は近隣のデイサービス施設の利用者が、施設の方に連れられ、団体で利用していました。駐車場も割と広く、バリアフリー施設も充実（スロープや身障者用トイレを完備など）しているからこそだと思います。団体が入っていることもあり、席が埋まっており、しばらく待つことに。待合スペースがないので、車に戻って待つことになったのですが、しばらくすると係の方が迎えに来てくれました。案内してくれた方の応対が丁寧でしたので、気になりませんでした。---'11.01再訪---最初に出されるお茶。これも甘味があって美味しくいただけます。おかわりをお願いすると大きめの急須で持ってきてくれますが、お茶の葉は取り外されているので、食事の最中に濃く苦くなってしまうこともありません。この日の小鉢は魚の南蛮漬けのようなものでした。寿司ネタは入荷した魚で決まっているようで、この日はアワビはありませんでした。
0,和食レストランみよし,またまた写真追加しています。ここのあら炊きの美味しさは格別で、甘辛のタレは鰻のタレに負けていません。ていうか、同じの使っているのだろうか・・・。本当にめちゃウマです(^^数に限りがあるらしいので、いつもあるとは限りません・・・(^^;)今回は、お持ち帰りに鰻のせいろ焼おにぎりも購入。冷凍されているので日持ちはするし、レンジでチンすれば、いつでもりっぱなセイロ蒸しの鰻おにぎり♪茶漬けにすると、やっぱり最高でした♪個室が室料無しで使えますし、新鮮なお魚＆鰻がいつも食べられるのが嬉しいお店。お刺身がついたボリュームたっぷりの定食は2000円でお釣りがくるＣＰの良さです。フグの季節になりましたので、生け簀には大きなトラフグが泳いでおりましたよ(^^＜2011/0６/再訪記事です(^^ゞ＞鰻の食べたくなる季節になりました。私の好きな鰻のお店というと、ここ『みよし』か、『黒崎田舎庵日日屋』なんですが、同行者が「刺身も食べたいんだけど・・・」とリクエストされましたもので、こちらのお店に決まり♪その時の画像を少しだけアップしました♪電話連絡していきましたので、掘りごたつの個室を用意してくれていました。しかし、ここの大広間でもテーブルが広くて私は好きです♪ここ、ポイントカードくじなるものがあるのですが、残念ながら今回はハズレ(TωT)いつか１等の寿司定食沖の島（5250円）ペア食事券。。。当たるといいなあ。。。。。。しかしながら、サービスでいただくソフトドリンクの存在は嬉しいですね（笑）帰りのお会計の時に、1000円分のお食事券を頂きましたが、主婦の心をギュッと握るこのポイントカードサービス。なかなかに素敵です（笑）鰻だけでなく、ここのお刺身はなかなか美味しいです。色々食べたい方はこちらのお店のほうがおすすめです。時期的にいうと、実はそろそろ鮎も食べたい季節になりました。←どれだけ食いしんぼうやねん(^_^;)そろそろ日田に行かなきゃ（笑）*・゜・*:.。.*.。.:*・☆・゜・*:.。.*.。.:*・☆・゜・*:.。.*.。.:*・☆・゜・*:.。.:*・☆・゜・*:.。.*.。.:*・゜・**・゜・*:.。.*.。.:*(2010/8)ここの名物はなんといっても鰻・・・今年の夏は暑くって、父がかなりバテていたのもあって鰻を食べさせようと連れていきました。今回はわたくしの両親と、息子との4人での訪問。予約の時に子供がいるのを伝えると、「掘りごたつの個室にいたしますか？」との声に即答「はい♪」こういうの嬉しいですよね。店内に入ると、目の前に生け簀がどーーんとお出迎え。息子が泳いでいる魚を見てキャッキャッとはしゃぎます。その横にはなぜか熱帯魚がたくさんいる水槽があり、さらに息子のテンションアップwww店員さんに案内されて、掘りごたつの個室へ通されます。外見はやや古びた感じですが、中は広く清潔です。メニューをひととおり眺めて、私がセイロ蒸し定食（３６００円）、父がうな重定食（３６００円）、母が天刺し定食白浜（3150円）、息子が子供にぎりセット（９００円）をたのみました。ここ、ポイントカード制があって、あらかじめそのカードをみせると、ソフトドリンクを無料で一個つけてくれます。息子にとおもってそれを店員さんに見せると・・・「あっ！おめでとうございます！！アサヒガニが当たっていますよー♪」とのこと。「な・・・なんだってー！！」実はここ、そのカードに登録されている番号によって、当たるとプレゼントがもらえるというお楽しみがあるのです。１等が寿司定食沖の島（5250円）ペア食事券で、今回の私があたったのは３等だったのです。帰りに茹でて急速冷凍したものを渡してくれるという事で、顔がニヤニヤしてしまいました。←食い意地がはりすぎ(^_^;)子供握りセットがまずはこばれます。ここ、必ず子供メニューは早めに持ってきてくれます。こういう心遣い、ポイント高いです。ひとくちサイズの握りが7カンついて、茶碗蒸しとお吸い物とみにデザートと果物がつきます。白浜は、刺身・天ぷら・小鉢2種類・サザエの刺身・茶碗蒸し・吸い物・漬け物・ご飯・果物うな重定食は、うな重・ウザク・白焼き・肝吸い・茶碗蒸し・漬け物・メロン、セイロ蒸し定食は、うな重定食のうな重がセイロ蒸しになって、あと同じものがつきます。セイロ蒸しは、ホクホクで鰻がふっくらしていて、量がかなりありまする。上にのってある錦糸卵もいいかんじー♪でも、白焼きもたべなくちゃいけないし、お腹がパンパンになるので、三分の一は母に食べさせました。タレはやや甘め。でもしつこさは感じられません。まぁ、鰻は本当に好みが分かれますから、自分好みのタレの所に巡り合うのはなかなか大変でありまする。私はここのタレ、けっこう好きです。柳川の某有名店より私はここが好き・・・。肝吸い・・・息子から全部うばわれましたorzウザク・・・好み的にはもうちょっと酢がはいたほうが好み白焼き・・・タレで口が甘くなったのを引き締めてリセットさせてくれます。もう少しワサビを工夫してもらえたら最高なのになぁ・・・とぼやく。お会計をすませて、あらかじめ注文していたセイロ蒸しおにぎりと、プレゼントのアサヒガニをもらいました。次の日の晩、早速セイロ蒸しおにぎりをレンジでチンして、アサヒガニは自然解凍させておきました。アサヒガニ・・・甘い身がぎっしり詰まっており身があまーーーい。あげくにミソが最高じゃなーーい♪セイロ蒸しおにぎりは、ワサビ茶漬けにはしてひつまぶし風にしていただきました。２日間贅沢をさせていただいて、大満足の「みよし」でございました。
0,和食レストランみよし,両親を連れて週末（予約あり）に行きました。場所柄、家族連れが多いです。刺身、てんぷら盛り合わせ、カマ焼きなどを頂きました。海が近いため、いずれも新鮮なお魚料理。美味しくいただけます。父がうなぎのせいろ蒸しを食べていましたが、美味しかったそうです。お土産に寿司と冷凍の「焼きせいろ」を購入。「焼きせいろ」が思いのほか美味しかったです。レンジで温めてそのままでも美味しいし、お茶漬けにしても美味しい。私はわさびをつけていただきました。料理はどれもそれなりに美味しくいただけます。特別、格安だ！とも、高い！とも思いません。値段分の価値はあります。少し残念だったのは、盛り合わせにしたお刺身の種類が少なかったこと。仕入れの関係でしょうが、種類がもう少し増えると嬉しいです。サービスを☆２．５としたのは、喫煙席が少ないこと。予約した際に何も聞かれなかったので、分煙がないと思っていました。すると禁煙席に案内されたので「喫煙席に変えてください」というと、満席でした。喫煙席がないからと予約をキャンセルすることはないでしょうが、両親へのプレゼントで食事会をしたので、予約のときに聞いてほしかったなぁと思います。
0,和食レストランみよし,地域の情報誌に出ていたので行ってきました。下関に行きたかったけどこちらのほうも一度開拓したくて。お店が見えてきてから思い出しました。15年位前良く行っていた店です。当時から地元では美味しいお見せて有名でした。1000円ちょっと位の定食がいろいろあります。でも今日はとらふぐ。久しぶりのふぐ刺しです。から揚げも身が付いています。ふぐチリも美味しい。ご飯を我慢して残しておきましたが、雑炊を作ろうとすると固形燃料が足りません。そういう時は声を掛けてくださいと書いてあったので店員さんを呼びます。雑炊再開。ご飯が多すぎました。半分くらい食べておいても良かったかな。手軽にふぐの味が楽しめました。同じ値段であわび定食の紹介が情報誌に出たので思い出しました。
0,和食レストランみよし,そろそろ精をつけたい季節ですよね(^.^)うなぎが恋しい季節です♪こちらのみよしさんは予約をいれると堀ごたつの個室もあります!!あたし的にはすごくポイント高いとこ(笑)お店の外観はイマイチ…ですが…店内には立派なイケス(漢字がわからない汗)もあり高級感があります♪みよしさんのいいところは『セイロ蒸し定食』や『ひつまぶし定食』といった本格的うなぎ料理も楽しめつつ♪『天刺し定食』ていうお刺身の定食も楽しめちゃうとこです(^-^ゞうなぎ屋さんてうなぎしか食べれないけど…みよしさんならうなぎも海鮮もお寿司も楽しめちゃうのが魅力です♪♪しかもどの定食も本格的で小鉢一つまで美味し～い♪♪一つ一つに手抜きがない仕事っぷりなんです(^-^ゞまさに職人!!お店の方の応対も気持ちいいです。注文をつけるとすれば…もう少しお値段が安いともっと気楽に通えるかなぁ(笑)
0,和食レストランみよし,ママンが「ウナギが食べたい!」と言っていたので、早めの母の日で行ってきましたＧＷという事もあり、予約して行ったのですが正解でした駐車場も座席もほぼ満員でした待合スペースらしきものがなかったので、休日に行く時は予約していった方がいいとｵﾓﾜﾚ今回は定食しか頼んでいませんが、定食の小鉢も豊富で大満足「天刺定食（岬）」はタコ・イカ・ハマチ・サーモン・タイ（？）の五点盛りのお刺身が付いていて、天婦羅はえび・白身魚・ししとう・かぼちゃの4点お刺身は、ペラペラじゃなく厚切りで言う事ないです！「ひつまぶし定食」と「セイロ蒸し定食」に関しては、うなぎ三昧って感じです嬉しかったのは、「ウナギの白焼」が小鉢で付いてくる事かな？「タレもいいけど、白焼もすてがたい」と思う事があるので、「ウナギの白焼」が小鉢で付いてたのは超ラッキー！新鮮な海鮮が味わえ、定食にすれば小鉢も豊富、サイドメニューも豊富なので東京方面から来られた方を招待すれば喜ばれると思います（個人的に東京方面の人は新鮮な魚が好きというイメージがあるので・・・・異論は認める）料理に関しては何も言う事がありません注文して味わってくださいただ、一つだけ残念なことがありますお吸い物はなぜ肝吸いじゃないんだろう・・・・
0,和食レストランみよし,海外と、東京からの友達を、宗像見物に連れていきました。偶然にも秋祭りの時期で、お祭りムードの宗像大社などに行って、散策した後、岡垣のみよしまで、ゴハンを食べにいきました。１人は東京と神奈川の魚しか味わってないそうで、なんとしても福岡の新鮮な海の幸を食べさせたくて、こちらに行きました。選んだ理由は、「広くて、トイレ（洋式）が綺麗で、あんまり漁師漁師してない」のが一番です。（和をゴリ押ししすぎて引かれないのが一番！笑）私は地元なんで、何回もきてたし、いけすもあったし、いいかなー、と思って。うな重を頼んだ私ですが、友達二人はてんぷらにしたので、お刺身を１人前（1000円くらい）だけ頼んで、３人でつまみました。地元の人間からしたら「あぁ美味しいね（いつも通り）」位で済むところを、東京からきた二人はいちいち感動（笑「魚の臭みがない！白身美味しい！野菜の味が濃い！値段が安い！」みたいなカンジで、ワーワー騒いで、大変喜んでもらえました。あと、やっぱり東京から比べると、小鉢とかの品数が多いみたいッスね。海外からの友達は、「魚がリッチな味わいで、あとから旨みがくる」とコメントしていて、レポーター？位饒舌でしたヨ（日本語で）まぁほんと、他の方が書いている通り、ハズレはないです。ただ、癖があるヒトや、自称食通なヒトには物足りない（もっといい店しっとるゾ！系の）とは思います。でも私はハズレなし重視なので、またみよしにやってくると思います。あと、トイレの数が多いし（重要）奥に大きなお座敷があったから、宴会もいいでしょうねぇ。
0,あんざ東洋ホテル店,2018/1/26博多3日目の昼、さっぱりと食べたかった私はランチ軽く。。。頭がボーっとしていて、メニューにあったチキン南蛮定食をオーダー。到着してビックリ！揚げたチキンにタルタルソース擬きのマヨネーズがたっぷり。あらっ、さっぱりではなく、ガッツリとなってしまった。。。間違いよくある話なんですけど。本当に本日は蕎麦とか、うどんとかで良かったのに。スッキリ、さっぱりと行きたかったのです。昨晩もモツ鍋食べたよね。こんな話をしつつ。ここ、お味噌汁が特に美味いんだよね、なんて話もしつつ。マヨネーズを出来るだけ避けて食べきりました。お残しはいけませんから。ご馳走様でした。出張の一コマでした。
0,あんざ東洋ホテル店,今日もお昼がってきました～～！そんなわけで、この日お邪魔しましたのはこちらの「あんざ」さん。東洋ホテルの１Ｆにあります。昔宿泊したときに朝食バイキングで利用したことがあったなぁ～。朝食は普通です。ですが、今回はランチでやってきました。今回注文したのは「唐揚げ定食680円」です。注文時に「アフター珈琲はどうされますか？」と聞かれます。ちなみにそのコーヒーはセルフで50円と安い。ですが、コーヒーなしで注文しました。驚いたことに提供は約3分と超速い！！驚きました。もしかすると、見込みですでに作り置きされてるんでしょう唐揚げは、中サイズで6個。思ったよりと量が多いなぁ～。4個で僕はいいんだけどね。メインの唐揚げの他には、ミニサラダ･小鉢のひじき煮。それとご飯と味噌汁。味噌汁は甘めの白味噌が使用されてます。ボリューム結構あります。ごはんのお代わりができたかどうかは確認してないけど、できなくても十分でしょう。ごちそうさまでしたぁ～～。
0,あんざ東洋ホテル店,今日の昼食は、東洋ホテル１Ｆの「あんざ」。11:40頃に行きましたが、まだ、他のお客さんはいませんでした。数あるランチメニューは、ほとんどが鶏肉を使ったものです。鶏肉以外は、めんたいクリームパスタと日替わりランチのみ。その日替わりも、たまに鶏肉だったりするので、鶏がダメな方は、要注意です。今日は(というより、大概は)、鳥天定食700円を注文しました。１０分くらい待って出てきました。鶏肉を薄く切って天ぷらにした鳥天が５～６切れ・シシトウ天ぷら１ケ・茄子の天ぷら１切れ。天つゆと大根おろしが付いてきますが、大根おろしは、ちょこっとだけです。その他、サラダ・小鉢・味噌汁・漬物とご飯がセットです。今日の鳥天はちょっと硬いかな。ボリュームは満点です。ご飯は、家庭で食べるような小さい茶碗に、盛り上げてついであります。おかずとご飯でお腹一杯になります。もっとボリュームがあるのが、から揚げ定食とチキン南蛮定食。男性でも残したり、一緒に行った人に２～３ケ渡す人が結構います。ボリーム感は、一見の価値アリ。個性的なのは、日替わり定食が他の700円メニューより高い750円だという事です。こういう店はめったにない、個性派(?)です。食後の飲み物は５０円。コーヒーだけでなく、ジュース類も充実しています。お店を出る12:15頃には、満席になっていました。特においしい訳ではないですが、食べ盛りの人にはお奨めの店です。筑紫口の周辺店同様、禁煙でも分煙でもない(吸い放題)ので、ご注意ください。
0,あんざ東洋ホテル店,価格：飲み放題付３５００円コース料理と内容：全体的にちょっと薄暗く、大きな緑や花が飾ってあり落ち着ける内装への気遣いが感じられますコースの内容は小鉢あんざの明太子豆腐サラダ朝引き鶏刺３種盛串焼き鶏つくね辛味噌陶板焼き鶏鍋ラーメンデザート小鉢の明太子は辛過ぎず、臭みもなく良好で好評なのも納得鶏刺しは、食感から新鮮なのが分かりますつくねの串焼きつくね３つが串にさしてあり、ひとつが大きいので食べ応えありコリコリの食感があり、軟骨入りメインは鶏鍋野菜たっぷりで、なんといっても鶏が柔らかい九州産の鶏を使用しているそう辛さは適度で、思わずビールが進む味辛味噌鍋は、豚肉のイメージだけど、鶏も合いますね～味噌ベースだからこってりかなーと思いましたが割りとあっさりと食せ煮込んだ野菜も味が染みて良し鍋の締めにラーメンちょっと煮詰まって、焼きラーメンっぽくなったけど辛味噌が良い感じに絡んでちょっと置いていても伸びたりせずしっかりとした細麺デザートは、柚子、かぼすのお団子どちらも酸味がある果実だから、さっぱりしていてお口直しに最適でした店員さんの笑顔が感じ良かったです最後に：・飲み放題は、ビール、焼酎、日本酒、カクテル、グラスワイン、ソフトドリンク・懐かしい友人達との集まりで、話に夢中、写真の取り忘れです明太子と鶏料理の店あんざさんご馳走様でした！
0,あんざ東洋ホテル店,鳥料理を中心とした居酒屋さんです。ＪＲ博多駅筑紫口を出て竹下通り北に行くと博多駅東交差点がありますのでその角にある東洋ホテルの１階にあります。福岡市内に『あんざ』の名前でいくつか系列店舗があるのですが、それぞれテーマがあり「もつ鍋」「手づくり料理と地酒の店」「明太子と鶏料理の店」と「あんざ」の前にそれぞれ枕詞みたい店名としてついています。系列店といえば、関係なさそうなうなぎ料理で有名な『うなぎ処柳川屋』も系列関係があるみたい。今回のコース料理は、幹事さんが特別にこの店舗のメイン料理だけでなく系列店の色々なメイン料理ををこれでもか状態で集めてくれました。もう色々あって整理が付きません。４８００円コースの内容（写真はこちら）・あんざの明太子・うるいと新若布の酢味噌和え・新玉ねぎとカリカリ鶏皮のサラダ・鶏刺四種盛り・古処鶏もも塩焼き・手羽先唐揚げ・軟骨唐揚げ・うなぎ櫃まぶし・水炊き・モツ鍋・ラーメン＆リゾット・本日のデザート飲み放題もついていたので、かなりのお得感があります。鶏刺四種盛り並居るメイン料理を押しのけてこれが一番美味しかった。お肉がつやつや光って新鮮な感じがします。こちらの鶏は、朝倉市の古処鶏という地鶏を使っています。古処鶏もも塩焼き美味しいけど、肉が柔らかすぎでした。もっと歯ごたえがある方が好きですね。うなぎ櫃まぶしセイロじゃなくひつまぶしでした。半分食べて出汁かけてお茶付けしましたが、お茶漬けがさっぱりしてよかった。水炊きももつ鍋もいたって普通の味だったのですが、ちょっと意外だったのが、残ったスープを使って作った後作りでした。もつ鍋後作りのラーメン、水炊き後作りのリゾットどちらも意外性があって美味しかったです。特にリゾットがよかったですね。明太子と鶏料理の店あんざ住所福岡県福岡市博多区博多駅東1-9-36東洋ホテル１Ｆ電話0066-9676-52919（予約専用番号、通話料無料）092-474-1999（お問合せ専用番号）営業時間11:30～14:00、17:30～24:00定休日日曜日
0,あんざ東洋ホテル店,たまごかけご飯400円。同僚もたまごかけご飯を頼んだんだけど卵をご飯にかけるまでのプロセスに違いがあった！違いはココ！生卵を割りいれる場所⇒生卵が入った器に卵を割り入れるか⇒生卵をご飯の上で直に割り入れるか醤油をいれるタイミング⇒割り入れた卵を混ぜる前に醤油をかけるか⇒割り入れた卵を混ぜてから醤油をかけるかわたしは器に生卵を割り入れ、かき混ぜてから醤油をかける。この記事読んでくださったかたは、どんなプロセスで食べてますか？(^_^)--------今日で何度目だ？フラッと感覚で足が向いてしまう。理由には価格とボリュームが私にはちょうどいいのだ！この日は早弁に近い時間帯で席も自由に選べた。納豆もこの話題の類いだ！味に違いが生じるのだろうか！たまにテレビでも、この話題あるよねー。美味しくいただきました、ごちそうさまでした(^ー^)
0,あんざ東洋ホテル店,2015年7月。宿泊先のホテルの1階。朝食で利用させていただいた。品数があまり多くなく、レストラン自体もこじんまりしていて、宿泊客が同じ時間に一気に押し寄せたら、料理や席が足りなくなるのでは？なんて余計な心配をした。実際、席が見つけられず、まだ片付けの済んでいない席に、前の人のお盆をよけて着席。係りの人がすぐに気付いて、それらを片付けてくれた。細い春巻には、博多らしく明太子が挟まっていた。いいね！あとは、適当に色々取って、いただいた。
0,あんざ東洋ホテル店,博多駅東、東洋ホテルの1Fにある「あんざ」。昔からの古いホテルで、以前はあまり立ち寄る気にもならないとこだったけどホテルがリニューアルしていい感じのお店になりました。外からも見えにくく、それはつまり入りにくくもあるんだけどいったん入っちゃうと、落ち着く雰囲気。日替わりランチは750円です。チキン系がお得意のようです。チキンソテーの甘辛炒め。ボリューム、味つけともにお上品ですな。380円の玉子かけごはん定食というのが気になる・・●お店情報あんざ092-474-1999福岡市博多区博多駅東1-9-36営業時間11:30～14:0017:30～24:00日曜休
0,あんざ東洋ホテル店,おしゃれな内装のお店で夜ごはん新鮮野菜のバーニャカウダ(780円)お野菜やきのこなどが色とりどりに10種類以上はかた地鶏の炭火もも塩焼き(800円→400円)熱々で登場！薬味類は、柚子胡椒・にんにく・お醤油・ポン酢めんたい出し巻き(590円)明太子がたっぷり巻かれてます。博多の定番！！大手羽名古屋揚げ(1本350円→180円)甘辛く、表面パリっと焼かれた、食べごたえのある1本明太子クリームパスタ(800円)これまた濃厚(最後に食べるにはちょっとヘビーでした…)キャンペーンで、今月末まで2品が半額でしたちょこちょこ色々と楽しめて、満足なごはんでした。＊＊手づくり料理と炭火焼の店あんざ＊＊【HP】福岡市博多区博多駅東1-9-36東洋ホテル1F(地図)092-474-1999定休11：30～14：00/17：30～24：00
0,あんざ東洋ホテル店,福岡出張…東洋ホテルに宿泊…朝食付きのプランをチョイス…一階のこのお店が朝食会場でした…チケットを入口で渡してバイキング…10時30分迄朝食バイキング…10時に入りました…時間的に料理は冷めておりました…ご飯もちょっと美味しいとは言えませんでした…味噌汁もワカメを入れて…納豆も量が少ないので、二つ位持って…最後にコーヒーを～ドリップ式です…接客は、ちょっと…まぁ、宿泊プランも高くないのでしょうがないですかね…
